Time Window,SYN Rate,SYN Percentage,Port Spread,ACK Response Rate,Source Diversity
very-short,high,moderate,several,partial response,highly distributed
very-short,high,moderate,several,widespread response,centralized
very-short,high,moderate,several,widespread response,moderately distributed
very-short,high,moderate,several,widespread response,highly distributed
very-short,high,moderate,several,broad response,centralized
very-short,high,moderate,several,broad response,moderately distributed
very-short,high,moderate,several,broad response,highly distributed
very-short,high,moderate,several,complete response,centralized
very-short,high,moderate,several,complete response,moderately distributed
very-short,high,moderate,several,complete response,highly distributed
very-short,high,moderate,many,no response,centralized
very-short,high,moderate,many,no response,moderately distributed
very-short,high,moderate,many,no response,highly distributed
very-short,high,moderate,many,minimal response,centralized
very-short,high,moderate,many,minimal response,moderately distributed
very-short,high,moderate,many,minimal response,highly distributed
very-short,high,moderate,many,partial response,centralized
very-short,high,moderate,many,partial response,moderately distributed
very-short,high,moderate,many,partial response,highly distributed
very-short,high,moderate,many,widespread response,centralized
very-short,high,moderate,many,widespread response,moderately distributed
very-short,high,moderate,many,widespread response,highly distributed
very-short,high,moderate,many,broad response,centralized
very-short,high,moderate,many,broad response,moderately distributed
very-short,high,moderate,many,broad response,highly distributed
very-short,high,moderate,many,complete response,centralized
very-short,high,moderate,many,complete response,moderately distributed
very-short,high,moderate,many,complete response,highly distributed
very-short,high,moderate,broad sweep,no response,centralized
very-short,high,moderate,broad sweep,no response,moderately distributed
very-short,high,moderate,broad sweep,no response,highly distributed
very-short,high,moderate,broad sweep,minimal response,centralized
very-short,high,moderate,broad sweep,minimal response,moderately distributed
very-short,high,moderate,broad sweep,minimal response,highly distributed
very-short,high,moderate,broad sweep,partial response,centralized
very-short,high,moderate,broad sweep,partial response,moderately distributed
very-short,high,moderate,broad sweep,partial response,highly distributed
very-short,high,moderate,broad sweep,widespread response,centralized
very-short,high,moderate,broad sweep,widespread response,moderately distributed
very-short,high,moderate,broad sweep,widespread response,highly distributed
very-short,high,moderate,broad sweep,broad response,centralized
very-short,high,moderate,broad sweep,broad response,moderately distributed
very-short,high,moderate,broad sweep,broad response,highly distributed
very-short,high,moderate,broad sweep,complete response,centralized
very-short,high,moderate,broad sweep,complete response,moderately distributed
very-short,high,moderate,broad sweep,complete response,highly distributed
very-short,high,dominant,a few,no response,centralized
very-short,high,dominant,a few,no response,moderately distributed
very-short,high,dominant,a few,no response,highly distributed
very-short,high,dominant,a few,minimal response,centralized
very-short,high,dominant,a few,minimal response,moderately distributed
very-short,high,dominant,a few,minimal response,highly distributed
very-short,high,dominant,a few,partial response,centralized
very-short,high,dominant,a few,partial response,moderately distributed
very-short,high,dominant,a few,partial response,highly distributed
very-short,high,dominant,a few,widespread response,centralized
very-short,high,dominant,a few,widespread response,moderately distributed
very-short,high,dominant,a few,widespread response,highly distributed
very-short,high,dominant,a few,broad response,centralized
very-short,high,dominant,a few,broad response,moderately distributed
very-short,high,dominant,a few,broad response,highly distributed
very-short,high,dominant,a few,complete response,centralized
very-short,high,dominant,a few,complete response,moderately distributed
very-short,high,dominant,a few,complete response,highly distributed
very-short,high,dominant,several,no response,centralized
very-short,high,dominant,several,no response,moderately distributed
very-short,high,dominant,several,no response,highly distributed
very-short,high,dominant,several,minimal response,centralized
very-short,high,dominant,several,minimal response,moderately distributed
very-short,high,dominant,several,minimal response,highly distributed
very-short,high,dominant,several,partial response,centralized
very-short,high,dominant,several,partial response,moderately distributed
very-short,high,dominant,several,partial response,highly distributed
very-short,high,dominant,several,widespread response,centralized
very-short,high,dominant,several,widespread response,moderately distributed
very-short,high,dominant,several,widespread response,highly distributed
very-short,high,dominant,several,broad response,centralized
very-short,high,dominant,several,broad response,moderately distributed
very-short,high,dominant,several,broad response,highly distributed
very-short,high,dominant,several,complete response,centralized
very-short,high,dominant,several,complete response,moderately distributed
very-short,high,dominant,several,complete response,highly distributed
very-short,high,dominant,many,no response,centralized
very-short,high,dominant,many,no response,moderately distributed
very-short,high,dominant,many,no response,highly distributed
very-short,high,dominant,many,minimal response,centralized
very-short,high,dominant,many,minimal response,moderately distributed
very-short,high,dominant,many,minimal response,highly distributed
very-short,high,dominant,many,partial response,centralized
very-short,high,dominant,many,partial response,moderately distributed
very-short,high,dominant,many,partial response,highly distributed
very-short,high,dominant,many,widespread response,centralized
very-short,high,dominant,many,widespread response,moderately distributed
very-short,high,dominant,many,widespread response,highly distributed
very-short,high,dominant,many,broad response,centralized
very-short,high,dominant,many,broad response,moderately distributed
very-short,high,dominant,many,broad response,highly distributed
very-short,high,dominant,many,complete response,centralized
very-short,high,dominant,many,complete response,moderately distributed
very-short,high,dominant,many,complete response,highly distributed
very-short,high,dominant,broad sweep,no response,centralized
very-short,high,dominant,broad sweep,no response,moderately distributed
very-short,high,dominant,broad sweep,no response,highly distributed
very-short,high,dominant,broad sweep,minimal response,centralized
very-short,high,dominant,broad sweep,minimal response,moderately distributed
very-short,high,dominant,broad sweep,minimal response,highly distributed
very-short,high,dominant,broad sweep,partial response,centralized
very-short,high,dominant,broad sweep,partial response,moderately distributed
very-short,high,dominant,broad sweep,partial response,highly distributed
very-short,high,dominant,broad sweep,widespread response,centralized
very-short,high,dominant,broad sweep,widespread response,moderately distributed
very-short,high,dominant,broad sweep,widespread response,highly distributed
very-short,high,dominant,broad sweep,broad response,centralized
very-short,high,dominant,broad sweep,broad response,moderately distributed
very-short,high,dominant,broad sweep,broad response,highly distributed
very-short,high,dominant,broad sweep,complete response,centralized
very-short,high,dominant,broad sweep,complete response,moderately distributed
very-short,high,dominant,broad sweep,complete response,highly distributed
very-short,high,overwhelming,a few,no response,centralized
very-short,high,overwhelming,a few,no response,moderately distributed
very-short,high,overwhelming,a few,no response,highly distributed
very-short,high,overwhelming,a few,minimal response,centralized
very-short,high,overwhelming,a few,minimal response,moderately distributed
very-short,high,overwhelming,a few,minimal response,highly distributed
very-short,high,overwhelming,a few,partial response,centralized
very-short,high,overwhelming,a few,partial response,moderately distributed
very-short,high,overwhelming,a few,partial response,highly distributed
very-short,high,overwhelming,a few,widespread response,centralized
very-short,high,overwhelming,a few,widespread response,moderately distributed
very-short,high,overwhelming,a few,widespread response,highly distributed
very-short,high,overwhelming,a few,broad response,centralized
very-short,high,overwhelming,a few,broad response,moderately distributed
very-short,high,overwhelming,a few,broad response,highly distributed
very-short,high,overwhelming,a few,complete response,centralized
very-short,high,overwhelming,a few,complete response,moderately distributed
very-short,high,overwhelming,a few,complete response,highly distributed
very-short,high,overwhelming,several,no response,centralized
very-short,high,overwhelming,several,no response,moderately distributed
very-short,high,overwhelming,several,no response,highly distributed
very-short,high,overwhelming,several,minimal response,centralized
very-short,high,overwhelming,several,minimal response,moderately distributed
very-short,high,overwhelming,several,minimal response,highly distributed
very-short,high,overwhelming,several,partial response,centralized
very-short,high,overwhelming,several,partial response,moderately distributed
very-short,high,overwhelming,several,partial response,highly distributed
very-short,high,overwhelming,several,widespread response,centralized
very-short,high,overwhelming,several,widespread response,moderately distributed
very-short,high,overwhelming,several,widespread response,highly distributed
very-short,high,overwhelming,several,broad response,centralized
very-short,high,overwhelming,several,broad response,moderately distributed
very-short,high,overwhelming,several,broad response,highly distributed
very-short,high,overwhelming,several,complete response,centralized
very-short,high,overwhelming,several,complete response,moderately distributed
very-short,high,overwhelming,several,complete response,highly distributed
very-short,high,overwhelming,many,no response,centralized
very-short,high,overwhelming,many,no response,moderately distributed
very-short,high,overwhelming,many,no response,highly distributed
very-short,high,overwhelming,many,minimal response,centralized
very-short,high,overwhelming,many,minimal response,moderately distributed
very-short,high,overwhelming,many,minimal response,highly distributed
very-short,high,overwhelming,many,partial response,centralized
very-short,high,overwhelming,many,partial response,moderately distributed
very-short,high,overwhelming,many,partial response,highly distributed
very-short,high,overwhelming,many,widespread response,centralized
very-short,high,overwhelming,many,widespread response,moderately distributed
very-short,high,overwhelming,many,widespread response,highly distributed
very-short,high,overwhelming,many,broad response,centralized
very-short,high,overwhelming,many,broad response,moderately distributed
very-short,high,overwhelming,many,broad response,highly distributed
very-short,high,overwhelming,many,complete response,centralized
very-short,high,overwhelming,many,complete response,moderately distributed
very-short,high,overwhelming,many,complete response,highly distributed
very-short,high,overwhelming,broad sweep,no response,centralized
very-short,high,overwhelming,broad sweep,no response,moderately distributed
very-short,high,overwhelming,broad sweep,no response,highly distributed
very-short,high,overwhelming,broad sweep,minimal response,centralized
very-short,high,overwhelming,broad sweep,minimal response,moderately distributed
very-short,high,overwhelming,broad sweep,minimal response,highly distributed
very-short,high,overwhelming,broad sweep,partial response,centralized
very-short,high,overwhelming,broad sweep,partial response,moderately distributed
very-short,high,overwhelming,broad sweep,partial response,highly distributed
very-short,high,overwhelming,broad sweep,widespread response,centralized
very-short,high,overwhelming,broad sweep,widespread response,moderately distributed
very-short,high,overwhelming,broad sweep,widespread response,highly distributed
very-short,high,overwhelming,broad sweep,broad response,centralized
very-short,high,overwhelming,broad sweep,broad response,moderately distributed
very-short,high,overwhelming,broad sweep,broad response,highly distributed
very-short,high,overwhelming,broad sweep,complete response,centralized
very-short,high,overwhelming,broad sweep,complete response,moderately distributed
very-short,high,overwhelming,broad sweep,complete response,highly distributed
very-short,very high,minimal,a few,no response,centralized
very-short,very high,minimal,a few,no response,moderately distributed
very-short,very high,minimal,a few,no response,highly distributed
very-short,very high,minimal,a few,minimal response,centralized
very-short,very high,minimal,a few,minimal response,moderately distributed
very-short,very high,minimal,a few,minimal response,highly distributed
very-short,very high,minimal,a few,partial response,centralized
very-short,very high,minimal,a few,partial response,moderately distributed
very-short,very high,minimal,a few,partial response,highly distributed
very-short,very high,minimal,a few,widespread response,centralized
very-short,very high,minimal,a few,widespread response,moderately distributed
very-short,very high,minimal,a few,widespread response,highly distributed
very-short,very high,minimal,a few,broad response,centralized
very-short,very high,minimal,a few,broad response,moderately distributed
very-short,very high,minimal,a few,broad response,highly distributed
very-short,very high,minimal,a few,complete response,centralized
very-short,very high,minimal,a few,complete response,moderately distributed
very-short,very high,minimal,a few,complete response,highly distributed
very-short,very high,minimal,several,no response,centralized
very-short,very high,minimal,several,no response,moderately distributed
very-short,very high,minimal,several,no response,highly distributed
very-short,very high,minimal,several,minimal response,centralized
very-short,very high,minimal,several,minimal response,moderately distributed
very-short,very high,minimal,several,minimal response,highly distributed
very-short,very high,minimal,several,partial response,centralized
very-short,very high,minimal,several,partial response,moderately distributed
very-short,very high,minimal,several,partial response,highly distributed
very-short,very high,minimal,several,widespread response,centralized
very-short,very high,minimal,several,widespread response,moderately distributed
very-short,very high,minimal,several,widespread response,highly distributed
very-short,very high,minimal,several,broad response,centralized
very-short,very high,minimal,several,broad response,moderately distributed
very-short,very high,minimal,several,broad response,highly distributed
very-short,very high,minimal,several,complete response,centralized
very-short,very high,minimal,several,complete response,moderately distributed
very-short,very high,minimal,several,complete response,highly distributed
very-short,very high,minimal,many,no response,centralized
very-short,very high,minimal,many,no response,moderately distributed
very-short,very high,minimal,many,no response,highly distributed
very-short,very high,minimal,many,minimal response,centralized
very-short,very high,minimal,many,minimal response,moderately distributed
very-short,very high,minimal,many,minimal response,highly distributed
very-short,very high,minimal,many,partial response,centralized
very-short,very high,minimal,many,partial response,moderately distributed
very-short,very high,minimal,many,partial response,highly distributed
very-short,very high,minimal,many,widespread response,centralized
very-short,very high,minimal,many,widespread response,moderately distributed
very-short,very high,minimal,many,widespread response,highly distributed
very-short,very high,minimal,many,broad response,centralized
very-short,very high,minimal,many,broad response,moderately distributed
very-short,very high,minimal,many,broad response,highly distributed
very-short,very high,minimal,many,complete response,centralized
very-short,very high,minimal,many,complete response,moderately distributed
very-short,very high,minimal,many,complete response,highly distributed
very-short,very high,minimal,broad sweep,no response,centralized
very-short,very high,minimal,broad sweep,no response,moderately distributed
very-short,very high,minimal,broad sweep,no response,highly distributed
very-short,very high,minimal,broad sweep,minimal response,centralized
very-short,very high,minimal,broad sweep,minimal response,moderately distributed
very-short,very high,minimal,broad sweep,minimal response,highly distributed
very-short,very high,minimal,broad sweep,partial response,centralized
very-short,very high,minimal,broad sweep,partial response,moderately distributed
very-short,very high,minimal,broad sweep,partial response,highly distributed
very-short,very high,minimal,broad sweep,widespread response,centralized
very-short,very high,minimal,broad sweep,widespread response,moderately distributed
very-short,very high,minimal,broad sweep,widespread response,highly distributed
very-short,very high,minimal,broad sweep,broad response,centralized
very-short,very high,minimal,broad sweep,broad response,moderately distributed
very-short,very high,minimal,broad sweep,broad response,highly distributed
very-short,very high,minimal,broad sweep,complete response,centralized
very-short,very high,minimal,broad sweep,complete response,moderately distributed
very-short,very high,minimal,broad sweep,complete response,highly distributed
very-short,very high,low,a few,no response,centralized
very-short,very high,low,a few,no response,moderately distributed
very-short,very high,low,a few,no response,highly distributed
very-short,very high,low,a few,minimal response,centralized
very-short,very high,low,a few,minimal response,moderately distributed
very-short,very high,low,a few,minimal response,highly distributed
very-short,very high,low,a few,partial response,centralized
very-short,very high,low,a few,partial response,moderately distributed
very-short,very high,low,a few,partial response,highly distributed
very-short,very high,low,a few,widespread response,centralized
very-short,very high,low,a few,widespread response,moderately distributed
very-short,very high,low,a few,widespread response,highly distributed
very-short,very high,low,a few,broad response,centralized
very-short,very high,low,a few,broad response,moderately distributed
very-short,very high,low,a few,broad response,highly distributed
very-short,very high,low,a few,complete response,centralized
very-short,very high,low,a few,complete response,moderately distributed
very-short,very high,low,a few,complete response,highly distributed
very-short,very high,low,several,no response,centralized
very-short,very high,low,several,no response,moderately distributed
very-short,very high,low,several,no response,highly distributed
very-short,very high,low,several,minimal response,centralized
very-short,very high,low,several,minimal response,moderately distributed
very-short,very high,low,several,minimal response,highly distributed
very-short,very high,low,several,partial response,centralized
very-short,very high,low,several,partial response,moderately distributed
very-short,very high,low,several,partial response,highly distributed
very-short,very high,low,several,widespread response,centralized
very-short,very high,low,several,widespread response,moderately distributed
very-short,very high,low,several,widespread response,highly distributed
very-short,very high,low,several,broad response,centralized
very-short,very high,low,several,broad response,moderately distributed
very-short,very high,low,several,broad response,highly distributed
very-short,very high,low,several,complete response,centralized
very-short,very high,low,several,complete response,moderately distributed
very-short,very high,low,several,complete response,highly distributed
very-short,very high,low,many,no response,centralized
very-short,very high,low,many,no response,moderately distributed
very-short,very high,low,many,no response,highly distributed
very-short,very high,low,many,minimal response,centralized
very-short,very high,low,many,minimal response,moderately distributed
very-short,very high,low,many,minimal response,highly distributed
very-short,very high,low,many,partial response,centralized
very-short,very high,low,many,partial response,moderately distributed
very-short,very high,low,many,partial response,highly distributed
very-short,very high,low,many,widespread response,centralized
very-short,very high,low,many,widespread response,moderately distributed
very-short,very high,low,many,widespread response,highly distributed
very-short,very high,low,many,broad response,centralized
very-short,very high,low,many,broad response,moderately distributed
very-short,very high,low,many,broad response,highly distributed
very-short,very high,low,many,complete response,centralized
very-short,very high,low,many,complete response,moderately distributed
very-short,very high,low,many,complete response,highly distributed
very-short,very high,low,broad sweep,no response,centralized
very-short,very high,low,broad sweep,no response,moderately distributed
very-short,very high,low,broad sweep,no response,highly distributed
very-short,very high,low,broad sweep,minimal response,centralized
very-short,very high,low,broad sweep,minimal response,moderately distributed
very-short,very high,low,broad sweep,minimal response,highly distributed
very-short,very high,low,broad sweep,partial response,centralized
very-short,very high,low,broad sweep,partial response,moderately distributed
very-short,very high,low,broad sweep,partial response,highly distributed
very-short,very high,low,broad sweep,widespread response,centralized
very-short,very high,low,broad sweep,widespread response,moderately distributed
very-short,very high,low,broad sweep,widespread response,highly distributed
very-short,very high,low,broad sweep,broad response,centralized
very-short,very high,low,broad sweep,broad response,moderately distributed
very-short,very high,low,broad sweep,broad response,highly distributed
very-short,very high,low,broad sweep,complete response,centralized
very-short,very high,low,broad sweep,complete response,moderately distributed
very-short,very high,low,broad sweep,complete response,highly distributed
very-short,very high,moderate,a few,no response,centralized
very-short,very high,moderate,a few,no response,moderately distributed
very-short,very high,moderate,a few,no response,highly distributed
very-short,very high,moderate,a few,minimal response,centralized
very-short,very high,moderate,a few,minimal response,moderately distributed
very-short,very high,moderate,a few,minimal response,highly distributed
very-short,very high,moderate,a few,partial response,centralized
very-short,very high,moderate,a few,partial response,moderately distributed
very-short,very high,moderate,a few,partial response,highly distributed
very-short,very high,moderate,a few,widespread response,centralized
very-short,very high,moderate,a few,widespread response,moderately distributed
very-short,very high,moderate,a few,widespread response,highly distributed
very-short,very high,moderate,a few,broad response,centralized
very-short,very high,moderate,a few,broad response,moderately distributed
very-short,very high,moderate,a few,broad response,highly distributed
very-short,very high,moderate,a few,complete response,centralized
very-short,very high,moderate,a few,complete response,moderately distributed
very-short,very high,moderate,a few,complete response,highly distributed
very-short,very high,moderate,several,no response,centralized
very-short,very high,moderate,several,no response,moderately distributed
very-short,very high,moderate,several,no response,highly distributed
very-short,very high,moderate,several,minimal response,centralized
very-short,very high,moderate,several,minimal response,moderately distributed
very-short,very high,moderate,several,minimal response,highly distributed
very-short,very high,moderate,several,partial response,centralized
very-short,very high,moderate,several,partial response,moderately distributed
very-short,very high,moderate,several,partial response,highly distributed
very-short,very high,moderate,several,widespread response,centralized
very-short,very high,moderate,several,widespread response,moderately distributed
very-short,very high,moderate,several,widespread response,highly distributed
very-short,very high,moderate,several,broad response,centralized
very-short,very high,moderate,several,broad response,moderately distributed
very-short,very high,moderate,several,broad response,highly distributed
very-short,very high,moderate,several,complete response,centralized
very-short,very high,moderate,several,complete response,moderately distributed
very-short,very high,moderate,several,complete response,highly distributed
very-short,very high,moderate,many,no response,centralized
very-short,very high,moderate,many,no response,moderately distributed
very-short,very high,moderate,many,no response,highly distributed
very-short,very high,moderate,many,minimal response,centralized
very-short,very high,moderate,many,minimal response,moderately distributed
very-short,very high,moderate,many,minimal response,highly distributed
very-short,very high,moderate,many,partial response,centralized
very-short,very high,moderate,many,partial response,moderately distributed
very-short,very high,moderate,many,partial response,highly distributed
very-short,very high,moderate,many,widespread response,centralized
very-short,very high,moderate,many,widespread response,moderately distributed
very-short,very high,moderate,many,widespread response,highly distributed
very-short,very high,moderate,many,broad response,centralized
very-short,very high,moderate,many,broad response,moderately distributed
very-short,very high,moderate,many,broad response,highly distributed
very-short,very high,moderate,many,complete response,centralized
very-short,very high,moderate,many,complete response,moderately distributed
very-short,very high,moderate,many,complete response,highly distributed
very-short,very high,moderate,broad sweep,no response,centralized
very-short,very high,moderate,broad sweep,no response,moderately distributed
very-short,very high,moderate,broad sweep,no response,highly distributed
very-short,very high,moderate,broad sweep,minimal response,centralized
very-short,very high,moderate,broad sweep,minimal response,moderately distributed
very-short,very high,moderate,broad sweep,minimal response,highly distributed
very-short,very high,moderate,broad sweep,partial response,centralized
very-short,very high,moderate,broad sweep,partial response,moderately distributed
very-short,very high,moderate,broad sweep,partial response,highly distributed
very-short,very high,moderate,broad sweep,widespread response,centralized
very-short,very high,moderate,broad sweep,widespread response,moderately distributed
very-short,very high,moderate,broad sweep,widespread response,highly distributed
very-short,very high,moderate,broad sweep,broad response,centralized
very-short,very high,moderate,broad sweep,broad response,moderately distributed
very-short,very high,moderate,broad sweep,broad response,highly distributed
very-short,very high,moderate,broad sweep,complete response,centralized
very-short,very high,moderate,broad sweep,complete response,moderately distributed
very-short,very high,moderate,broad sweep,complete response,highly distributed
very-short,very high,dominant,a few,no response,centralized
very-short,very high,dominant,a few,no response,moderately distributed
very-short,very high,dominant,a few,no response,highly distributed
very-short,very high,dominant,a few,minimal response,centralized
very-short,very high,dominant,a few,minimal response,moderately distributed
very-short,very high,dominant,a few,minimal response,highly distributed
very-short,very high,dominant,a few,partial response,centralized
very-short,very high,dominant,a few,partial response,moderately distributed
very-short,very high,dominant,a few,partial response,highly distributed
very-short,very high,dominant,a few,widespread response,centralized
very-short,very high,dominant,a few,widespread response,moderately distributed
very-short,very high,dominant,a few,widespread response,highly distributed
very-short,very high,dominant,a few,broad response,centralized
very-short,very high,dominant,a few,broad response,moderately distributed
very-short,very high,dominant,a few,broad response,highly distributed
very-short,very high,dominant,a few,complete response,centralized
very-short,very high,dominant,a few,complete response,moderately distributed
very-short,very high,dominant,a few,complete response,highly distributed
very-short,very high,dominant,several,no response,centralized
very-short,very high,dominant,several,no response,moderately distributed
very-short,very high,dominant,several,no response,highly distributed
very-short,very high,dominant,several,minimal response,centralized
very-short,very high,dominant,several,minimal response,moderately distributed
very-short,very high,dominant,several,minimal response,highly distributed
very-short,very high,dominant,several,partial response,centralized
very-short,very high,dominant,several,partial response,moderately distributed
very-short,very high,dominant,several,partial response,highly distributed
very-short,very high,dominant,several,widespread response,centralized
very-short,very high,dominant,several,widespread response,moderately distributed
very-short,very high,dominant,several,widespread response,highly distributed
very-short,very high,dominant,several,broad response,centralized
very-short,very high,dominant,several,broad response,moderately distributed
very-short,very high,dominant,several,broad response,highly distributed
very-short,very high,dominant,several,complete response,centralized
very-short,very high,dominant,several,complete response,moderately distributed
very-short,very high,dominant,several,complete response,highly distributed
very-short,very high,dominant,many,no response,centralized
very-short,very high,dominant,many,no response,moderately distributed
very-short,very high,dominant,many,no response,highly distributed
very-short,very high,dominant,many,minimal response,centralized
very-short,very high,dominant,many,minimal response,moderately distributed
very-short,very high,dominant,many,minimal response,highly distributed
very-short,very high,dominant,many,partial response,centralized
very-short,very high,dominant,many,partial response,moderately distributed
very-short,very high,dominant,many,partial response,highly distributed
very-short,very high,dominant,many,widespread response,centralized
very-short,very high,dominant,many,widespread response,moderately distributed
very-short,very high,dominant,many,widespread response,highly distributed
very-short,very high,dominant,many,broad response,centralized
very-short,very high,dominant,many,broad response,moderately distributed
very-short,very high,dominant,many,broad response,highly distributed
very-short,very high,dominant,many,complete response,centralized
very-short,very high,dominant,many,complete response,moderately distributed
very-short,very high,dominant,many,complete response,highly distributed
very-short,very high,dominant,broad sweep,no response,centralized
very-short,very high,dominant,broad sweep,no response,moderately distributed
very-short,very high,dominant,broad sweep,no response,highly distributed
very-short,very high,dominant,broad sweep,minimal response,centralized
very-short,very high,dominant,broad sweep,minimal response,moderately distributed
very-short,very high,dominant,broad sweep,minimal response,highly distributed
very-short,very high,dominant,broad sweep,partial response,centralized
very-short,very high,dominant,broad sweep,partial response,moderately distributed
very-short,very high,dominant,broad sweep,partial response,highly distributed
very-short,very high,dominant,broad sweep,widespread response,centralized
very-short,very high,dominant,broad sweep,widespread response,moderately distributed
very-short,very high,dominant,broad sweep,widespread response,highly distributed
very-short,very high,dominant,broad sweep,broad response,centralized
very-short,very high,dominant,broad sweep,broad response,moderately distributed
very-short,very high,dominant,broad sweep,broad response,highly distributed
very-short,very high,dominant,broad sweep,complete response,centralized
very-short,very high,dominant,broad sweep,complete response,moderately distributed
very-short,very high,dominant,broad sweep,complete response,highly distributed
very-short,very high,overwhelming,a few,no response,centralized
very-short,very high,overwhelming,a few,no response,moderately distributed
very-short,very high,overwhelming,a few,no response,highly distributed
very-short,very high,overwhelming,a few,minimal response,centralized
very-short,very high,overwhelming,a few,minimal response,moderately distributed
very-short,very high,overwhelming,a few,minimal response,highly distributed
very-short,very high,overwhelming,a few,partial response,centralized
very-short,very high,overwhelming,a few,partial response,moderately distributed
very-short,very high,overwhelming,a few,partial response,highly distributed
very-short,very high,overwhelming,a few,widespread response,centralized
very-short,very high,overwhelming,a few,widespread response,moderately distributed
very-short,very high,overwhelming,a few,widespread response,highly distributed
very-short,very high,overwhelming,a few,broad response,centralized
very-short,very high,overwhelming,a few,broad response,moderately distributed
very-short,very high,overwhelming,a few,broad response,highly distributed
very-short,very high,overwhelming,a few,complete response,centralized
very-short,very high,overwhelming,a few,complete response,moderately distributed
very-short,very high,overwhelming,a few,complete response,highly distributed
very-short,very high,overwhelming,several,no response,centralized
very-short,very high,overwhelming,several,no response,moderately distributed
very-short,very high,overwhelming,several,no response,highly distributed
very-short,very high,overwhelming,several,minimal response,centralized
very-short,very high,overwhelming,several,minimal response,moderately distributed
very-short,very high,overwhelming,several,minimal response,highly distributed
very-short,very high,overwhelming,several,partial response,centralized
very-short,very high,overwhelming,several,partial response,moderately distributed
very-short,very high,overwhelming,several,partial response,highly distributed
very-short,very high,overwhelming,several,widespread response,centralized
very-short,very high,overwhelming,several,widespread response,moderately distributed
very-short,very high,overwhelming,several,widespread response,highly distributed
very-short,very high,overwhelming,several,broad response,centralized
very-short,very high,overwhelming,several,broad response,moderately distributed
very-short,very high,overwhelming,several,broad response,highly distributed
very-short,very high,overwhelming,several,complete response,centralized
very-short,very high,overwhelming,several,complete response,moderately distributed
very-short,very high,overwhelming,several,complete response,highly distributed
very-short,very high,overwhelming,many,no response,centralized
very-short,very high,overwhelming,many,no response,moderately distributed
very-short,very high,overwhelming,many,no response,highly distributed
very-short,very high,overwhelming,many,minimal response,centralized
very-short,very high,overwhelming,many,minimal response,moderately distributed
very-short,very high,overwhelming,many,minimal response,highly distributed
very-short,very high,overwhelming,many,partial response,centralized
very-short,very high,overwhelming,many,partial response,moderately distributed
very-short,very high,overwhelming,many,partial response,highly distributed
very-short,very high,overwhelming,many,widespread response,centralized
very-short,very high,overwhelming,many,widespread response,moderately distributed
very-short,very high,overwhelming,many,widespread response,highly distributed
very-short,very high,overwhelming,many,broad response,centralized
very-short,very high,overwhelming,many,broad response,moderately distributed
very-short,very high,overwhelming,many,broad response,highly distributed
very-short,very high,overwhelming,many,complete response,centralized
very-short,very high,overwhelming,many,complete response,moderately distributed
very-short,very high,overwhelming,many,complete response,highly distributed
very-short,very high,overwhelming,broad sweep,no response,centralized
very-short,very high,overwhelming,broad sweep,no response,moderately distributed
very-short,very high,overwhelming,broad sweep,no response,highly distributed
very-short,very high,overwhelming,broad sweep,minimal response,centralized
very-short,very high,overwhelming,broad sweep,minimal response,moderately distributed
very-short,very high,overwhelming,broad sweep,minimal response,highly distributed
very-short,very high,overwhelming,broad sweep,partial response,centralized
very-short,very high,overwhelming,broad sweep,partial response,moderately distributed
very-short,very high,overwhelming,broad sweep,partial response,highly distributed
very-short,very high,overwhelming,broad sweep,widespread response,centralized
very-short,very high,overwhelming,broad sweep,widespread response,moderately distributed
very-short,very high,overwhelming,broad sweep,widespread response,highly distributed
very-short,very high,overwhelming,broad sweep,broad response,centralized
very-short,very high,overwhelming,broad sweep,broad response,moderately distributed
very-short,very high,overwhelming,broad sweep,broad response,highly distributed
very-short,very high,overwhelming,broad sweep,complete response,centralized
very-short,very high,overwhelming,broad sweep,complete response,moderately distributed
very-short,very high,overwhelming,broad sweep,complete response,highly distributed
short,very low,minimal,a few,no response,centralized
short,very low,minimal,a few,no response,moderately distributed
short,very low,minimal,a few,minimal response,centralized
short,very low,minimal,a few,minimal response,moderately distributed
short,very low,minimal,a few,partial response,centralized
short,very low,minimal,a few,partial response,moderately distributed
short,very low,minimal,a few,widespread response,centralized
short,very low,minimal,a few,widespread response,moderately distributed
short,very low,minimal,a few,broad response,centralized
short,very low,minimal,a few,broad response,moderately distributed
short,very low,minimal,a few,complete response,centralized
short,very low,minimal,a few,complete response,moderately distributed
short,very low,minimal,several,no response,centralized
short,very low,minimal,several,no response,moderately distributed
short,very low,minimal,several,minimal response,centralized
short,very low,minimal,several,minimal response,moderately distributed
short,very low,minimal,several,partial response,centralized
short,very low,minimal,several,partial response,moderately distributed
short,very low,minimal,several,widespread response,centralized
short,very low,minimal,several,widespread response,moderately distributed
short,very low,minimal,several,broad response,centralized
short,very low,minimal,several,broad response,moderately distributed
short,very low,minimal,several,complete response,centralized
short,very low,minimal,several,complete response,moderately distributed
short,very low,low,a few,no response,centralized
short,very low,low,a few,no response,moderately distributed
short,very low,low,a few,minimal response,centralized
short,very low,low,a few,minimal response,moderately distributed
short,very low,low,a few,partial response,centralized
short,very low,low,a few,partial response,moderately distributed
short,very low,low,a few,widespread response,centralized
short,very low,low,a few,widespread response,moderately distributed
short,very low,low,a few,broad response,centralized
short,very low,low,a few,broad response,moderately distributed
short,very low,low,a few,complete response,centralized
